chr	snpid	pos	gpos	p1	ihh1	p2	ihh2	xpehh	normxpehh	crit
1	scaffold1_2940064	2940064	2.94006e+06	0.075	67533.7	0.025	45714.6	0.39021	0.359388	0
1	scaffold1_2940117	2940117	2.94012e+06	0	77497.4	0.15	45378	0.535218	0.698647	0
1	scaffold1_3041652	3041652	3.04165e+06	0.025	76864.2	0.075	56091.8	0.315051	0.183547	0
1	scaffold1_3078618	3078618	3.07862e+06	0.05	74658.2	0.1	54544.6	0.313901	0.180856	0
1	scaffold1_3078634	3078634	3.07863e+06	0.05	74658.2	0.1	54544.6	0.313901	0.180856	0
1	scaffold1_3078665	3078665	3.07866e+06	0.05	74658.2	0.1	54544.6	0.313901	0.180856	0
1	scaffold1_3088685	3088685	3.08868e+06	0	80170.5	0.15	49169.6	0.48888	0.590235	0
1	scaffold1_3088694	3088694	3.08869e+06	0	80170.5	0.15	49169.6	0.48888	0.590235	0
1	scaffold1_3116310	3116310	3.11631e+06	0.025	77219.9	0.15	44637.5	0.548083	0.728746	0
1	scaffold1_3116329	3116329	3.11633e+06	0.05	69891.8	0.05	39897.7	0.560631	0.758103	0
1	scaffold1_3116354	3116354	3.11635e+06	0.675	40968.2	0.475	21453.7	0.646899	0.959934	0
1	scaffold1_3116598	3116598	3.1166e+06	0.125	38180	0.05	21023	0.596697	0.842482	0
1	scaffold1_3116638	3116638	3.11664e+06	0.075	36140.7	0.025	20105.6	0.586418	0.818434	0
1	scaffold1_3116671	3116671	3.11667e+06	0	38593.3	0.1	19216.3	0.69732	1.0779	0
1	scaffold1_3116692	3116692	3.11669e+06	0.525	27837.8	0.3	16761.7	0.507295	0.633319	0
1	scaffold1_3116707	3116707	3.11671e+06	0.275	30774.3	0.3	17739.9	0.550863	0.73525	0
1	scaffold1_3118544	3118544	3.11854e+06	0.175	42518	0.2	23590.4	0.589086	0.824676	0
1	scaffold1_3118734	3118734	3.11873e+06	0.175	42518	0.225	23703.1	0.584323	0.813532	0
1	scaffold1_3118793	3118793	3.11879e+06	0.025	55043.1	0.125	28309.6	0.664915	1.00208	0
1	scaffold1_3134185	3134185	3.13418e+06	0.575	46574	0.3	26613.8	0.559614	0.755723	0
1	scaffold1_3134194	3134194	3.13419e+06	0.575	39062.6	0.3	22570.1	0.54854	0.729815	0
1	scaffold1_3134196	3134196	3.1342e+06	0.575	39062.6	0.3	22570.1	0.54854	0.729815	0
1	scaffold1_3134373	3134373	3.13437e+06	0.575	39062.4	0.3	22569.8	0.548546	0.729829	0
1	scaffold1_3134383	3134383	3.13438e+06	0.575	39052.2	0.3	22557	0.548852	0.730545	0
1	scaffold1_3134387	3134387	3.13439e+06	0.575	39052.2	0.3	22557	0.548852	0.730545	0
1	scaffold1_3134390	3134390	3.13439e+06	0.575	39052.2	0.3	22557	0.548852	0.730545	0
1	scaffold1_3134397	3134397	3.1344e+06	0.575	39052.5	0.3	22557.4	0.548842	0.730521	0
1	scaffold1_3134426	3134426	3.13443e+06	0.575	39053.6	0.3	22558.8	0.548809	0.730444	0
1	scaffold1_3134427	3134427	3.13443e+06	0.575	39053.6	0.3	22558.8	0.548809	0.730444	0
1	scaffold1_3134449	3134449	3.13445e+06	0.575	50251.6	0.3	30361.1	0.503881	0.625331	0
1	scaffold1_3181725	3181725	3.18172e+06	0	86138.2	0.175	41698.8	0.72548	1.14378	0
1	scaffold1_3193219	3193219	3.19322e+06	0.05	83780.1	0.05	47220.2	0.573373	0.787914	0
1	scaffold1_3193221	3193221	3.19322e+06	0.05	82987.3	0.3	40913.2	0.707234	1.10109	0
1	scaffold1_3215622	3215622	3.21562e+06	0.025	85839	0.225	45664.3	0.631156	0.923102	0
1	scaffold1_3215843	3215843	3.21584e+06	0.025	85839	0.15	50372.6	0.533026	0.693518	0
1	scaffold1_3277521	3277521	3.27752e+06	0.125	76218.5	0.025	52177.9	0.378946	0.333035	0
1	scaffold1_3277821	3277821	3.27782e+06	0.125	76218.5	0.3	41682	0.603536	0.858483	0
1	scaffold1_3311225	3311225	3.31122e+06	0.05	79548.8	0.05	46961.2	0.52705	0.679537	0
1	scaffold1_3311493	3311493	3.31149e+06	0.45	46277.1	0.45	28773.9	0.475177	0.558176	0
1	scaffold1_3311494	3311494	3.31149e+06	0.45	46277.1	0.45	28773.9	0.475177	0.558176	0
1	scaffold1_3350124	3350124	3.35012e+06	0	60283.4	0.125	33887.8	0.576003	0.794067	0
1	scaffold1_3350193	3350193	3.35019e+06	0.3	39000.6	0.35	20356.2	0.650191	0.967636	0
1	scaffold1_3350199	3350199	3.3502e+06	0.375	34516.2	0.375	20090.8	0.541168	0.712567	0
1	scaffold1_3350200	3350200	3.3502e+06	0.375	34516.2	0.375	20090.8	0.541168	0.712567	0
1	scaffold1_3350423	3350423	3.35042e+06	0	36546.7	0.125	24871.7	0.38486	0.346871	0
1	scaffold1_3350811	3350811	3.35081e+06	0.3	34078.8	0.35	18408.7	0.615852	0.887297	0
1	scaffold1_3350834	3350834	3.35083e+06	0.625	32615.5	0.5	17360.6	0.630584	0.921764	0
1	scaffold1_3350873	3350873	3.35087e+06	0.3	35952.3	0.35	22544.6	0.466696	0.538334	0
1	scaffold1_3362192	3362192	3.36219e+06	0	46101.9	0.25	29033.3	0.46241	0.528306	0
1	scaffold1_3362427	3362427	3.36243e+06	0.075	41357.5	0.05	40472.5	0.0216295	-0.502938	0
1	scaffold1_3362460	3362460	3.36246e+06	0.25	34617.4	0.05	42434.5	-0.203604	-1.02989	0
1	scaffold1_3362461	3362461	3.36246e+06	0.25	34617.4	0.05	42434.5	-0.203604	-1.02989	0
1	scaffold1_3375709	3375709	3.37571e+06	0.05	46817.2	0.05	44504.5	0.0506609	-0.435017	0
1	scaffold1_3432324	3432324	3.43232e+06	0.2	40106	0.05	44294.2	-0.0993295	-0.785932	0
1	scaffold1_3432378	3432378	3.43238e+06	0	40121.5	0.1	37565.5	0.0658252	-0.399538	0
1	scaffold1_3432403	3432403	3.4324e+06	0.1	39290.4	0.025	41323.2	-0.0504451	-0.671563	0
1	scaffold1_3432409	3432409	3.43241e+06	0.2	39285.8	0.05	41321	-0.0505079	-0.67171	0
1	scaffold1_3432571	3432571	3.43257e+06	0.025	38875.7	0.1	36343.4	0.0673572	-0.395954	0
1	scaffold1_3432606	3432606	3.43261e+06	0.2	41644.9	0.05	41790	-0.00347729	-0.561678	0
1	scaffold1_3432642	3432642	3.43264e+06	0.1	48909.1	0.025	42521.7	0.139948	-0.226122	0
1	scaffold1_3432657	3432657	3.43266e+06	0	52986.5	0.125	37425.7	0.34768	0.259885	0
1	scaffold1_3498660	3498660	3.49866e+06	0.1	45040.7	0.125	35790.1	0.229895	-0.0156829	0
1	scaffold1_3498691	3498691	3.49869e+06	0.1	42776.8	0	38541.1	0.104271	-0.309591	0
1	scaffold1_3499001	3499001	3.499e+06	0.225	35529.5	0.45	24980	0.352288	0.270666	0
1	scaffold1_3507871	3507871	3.50787e+06	0.3	34827.7	0.375	24242.4	0.362312	0.294118	0
1	scaffold1_3508122	3508122	3.50812e+06	0.1	47146	0.175	31825.8	0.392971	0.365848	0
1	scaffold1_3551041	3551041	3.55104e+06	0.05	52166.6	0.1	38274.1	0.30967	0.170958	0
1	scaffold1_3551054	3551054	3.55105e+06	0.1	50762.2	0.125	36838.6	0.320607	0.196546	0
1	scaffold1_3674241	3674241	3.67424e+06	0.125	47491	0.425	27977.9	0.529123	0.684387	0
1	scaffold1_3674369	3674369	3.67437e+06	0.125	47491	0.475	28012.2	0.527899	0.681523	0
1	scaffold1_3674374	3674374	3.67437e+06	0.125	47491	0.475	28012.2	0.527899	0.681523	0
1	scaffold1_3701333	3701333	3.70133e+06	0.1	42637.1	0	36370.8	0.158958	-0.181646	0
1	scaffold1_3707318	3707318	3.70732e+06	0.35	32434.4	0.175	27356.5	0.170266	-0.15519	0
1	scaffold1_3707328	3707328	3.70733e+06	0.175	20697.9	0.275	15701.2	0.276294	0.0928716	0
1	scaffold1_3707346	3707346	3.70735e+06	0.025	21289.3	0.1	13667.9	0.443156	0.48326	0
1	scaffold1_3707351	3707351	3.70735e+06	0.025	21289.3	0.1	13667.9	0.443156	0.48326	0
1	scaffold1_3707513	3707513	3.70751e+06	0.025	19209.9	0.075	11865.5	0.481791	0.57365	0
1	scaffold1_3707542	3707542	3.70754e+06	0.375	12679.5	0.375	8365.24	0.415897	0.419485	0
1	scaffold1_3707545	3707545	3.70754e+06	0.375	11014.1	0.225	7867.15	0.336481	0.233684	0
1	scaffold1_3707546	3707546	3.70755e+06	0.225	9977.53	0.4	7239.11	0.320838	0.197086	0
1	scaffold1_3707554	3707554	3.70755e+06	0.375	11964.4	0.375	9782.19	0.201376	-0.0824055	0
1	scaffold1_3707555	3707555	3.70756e+06	0.375	11964.4	0.375	9782.19	0.201376	-0.0824055	0
1	scaffold1_3719261	3719261	3.71926e+06	0.55	12855.6	0.5	10133.2	0.237965	0.0031976	0
1	scaffold1_3719300	3719300	3.7193e+06	0.45	12855.6	0.475	9831.5	0.268186	0.0739023	0
1	scaffold1_3719320	3719320	3.71932e+06	0.075	17102.4	0.2	11763.2	0.374239	0.322022	0
1	scaffold1_3719473	3719473	3.71947e+06	0.075	17102.6	0.125	12163.5	0.340791	0.243768	0
1	scaffold1_3719528	3719528	3.71953e+06	0.075	17102.6	0.225	12495.4	0.313871	0.180786	0
1	scaffold1_3719529	3719529	3.71953e+06	0.325	14422.7	0.225	11319	0.242318	0.0133818	0
1	scaffold1_3719531	3719531	3.71953e+06	0.075	24698.2	0.225	17277.6	0.357317	0.282432	0
1	scaffold1_3801784	3801784	3.80178e+06	0.225	21776.7	0.2	18862.7	0.143659	-0.217439	0
1	scaffold1_3801849	3801849	3.80185e+06	0.025	23114.7	0.225	15017.1	0.431278	0.45547	0
1	scaffold1_3802100	3802100	3.8021e+06	0.025	23114.7	0.225	15017.1	0.431278	0.45547	0
1	scaffold1_3803446	3803446	3.80345e+06	0.275	17672.3	0.125	13770.1	0.249498	0.0301801	0
1	scaffold1_4235298	4235298	4.2353e+06	0.475	17704.1	0.4	22146.3	-0.223873	-1.07731	0
1	scaffold1_4235305	4235305	4.2353e+06	0.475	17704.1	0.4	22146.3	-0.223873	-1.07731	0
1	scaffold1_4235332	4235332	4.23533e+06	0.475	13240	0.4	14346.5	-0.0802656	-0.741331	0
1	scaffold1_4235333	4235333	4.23533e+06	0.475	13240	0.4	14346.5	-0.0802656	-0.741331	0
1	scaffold1_4235338	4235338	4.23534e+06	0.475	15232	0.4	16794.1	-0.0976322	-0.781961	0
1	scaffold1_4235345	4235345	4.23534e+06	0.475	15232	0.4	16794.1	-0.0976322	-0.781961	0
1	scaffold1_4235350	4235350	4.23535e+06	0.1	14195.6	0	16798.8	-0.168372	-0.947463	0
1	scaffold1_4235353	4235353	4.23535e+06	0.05	14587.5	0.125	15906.2	-0.0865447	-0.756021	0
1	scaffold1_4235366	4235366	4.23537e+06	0.475	15245	0.4	16364.1	-0.0708383	-0.719275	0
1	scaffold1_4235381	4235381	4.23538e+06	0.475	15245	0.4	16364.1	-0.0708383	-0.719275	0
1	scaffold1_4235561	4235561	4.23556e+06	0.275	19175.7	0.125	20409.4	-0.062351	-0.699418	0
1	scaffold1_4235582	4235582	4.23558e+06	0.225	21130.7	0.125	20410.4	0.0346828	-0.472399	0
1	scaffold1_4235584	4235584	4.23558e+06	0	30668.2	0.1	24265.5	0.234172	-0.00567645	0
1	scaffold1_4235600	4235600	4.2356e+06	0.1	28571.1	0.275	25070.5	0.130704	-0.247749	0
1	scaffold1_4298122	4298122	4.29812e+06	0.2	27588.7	0.025	32177.4	-0.153858	-0.913506	0
1	scaffold1_4298147	4298147	4.29815e+06	0	35141	0.15	28474.5	0.210359	-0.061389	0
1	scaffold1_4298183	4298183	4.29818e+06	0	35141	0.15	28474.5	0.210359	-0.061389	0
1	scaffold1_4356966	4356966	4.35697e+06	0.525	21847.8	0.45	17072.7	0.246618	0.023442	0
1	scaffold1_4356972	4356972	4.35697e+06	0	22246.9	0.15	13923.1	0.468654	0.542915	0
1	scaffold1_4356973	4356973	4.35697e+06	0.4	19814.5	0.375	11841.7	0.514788	0.650849	0
1	scaffold1_4356986	4356986	4.35699e+06	0.275	16028.4	0	14403.8	0.10687	-0.303511	0
1	scaffold1_4356989	4356989	4.35699e+06	0.275	16028.4	0	14403.8	0.10687	-0.303511	0
1	scaffold1_4357197	4357197	4.3572e+06	0.075	18507.4	0.2	12316.9	0.407196	0.399128	0
1	scaffold1_4357200	4357200	4.3572e+06	0.075	18108.2	0.05	13039.4	0.328389	0.214752	0
1	scaffold1_4357208	4357208	4.35721e+06	0.05	18103.2	0.075	12489.1	0.371233	0.31499	0
1	scaffold1_4357214	4357214	4.35721e+06	0.025	19042.9	0.15	13608	0.336036	0.232643	0
1	scaffold1_4357230	4357230	4.35723e+06	0.275	19206.4	0.025	16989.2	0.122663	-0.266561	0
1	scaffold1_4357252	4357252	4.35725e+06	0.075	23220.6	0.05	17556.6	0.279607	0.100623	0
1	scaffold1_4374578	4374578	4.37458e+06	0.4	19321.3	0.325	13938.8	0.326531	0.210405	0
1	scaffold1_4374597	4374597	4.3746e+06	0	19373	0.175	9485.8	0.714082	1.11711	0
1	scaffold1_4374611	4374611	4.37461e+06	0.05	16154.1	0.225	6366.67	0.931098	1.62484	0
1	scaffold1_4374796	4374796	4.3748e+06	0.4	16113.8	0.375	5871.13	1.00963	1.80858	0
1	scaffold1_4374809	4374809	4.37481e+06	0.5	15203.5	0.4	5921.15	0.942993	1.65267	0
1	scaffold1_4374833	4374833	4.37483e+06	0.55	13020.3	0.4	4288	1.11069	2.04501	1
1	scaffold1_4374836	4374836	4.37484e+06	0.4	13335.1	0.325	4977.01	0.985568	1.75228	0
1	scaffold1_4374852	4374852	4.37485e+06	0.5	14854.3	0.225	5928.11	0.91858	1.59556	0
1	scaffold1_4374864	4374864	4.37486e+06	0.4	15832.9	0.325	8606.31	0.609593	0.872654	0
1	scaffold1_4379760	4379760	4.37976e+06	0.025	18035.5	0.125	9908.6	0.598941	0.847732	0
1	scaffold1_4379771	4379771	4.37977e+06	0.025	18035.5	0.125	9908.6	0.598941	0.847732	0
1	scaffold1_4379805	4379805	4.3798e+06	0.375	15653	0.2	10301.4	0.418376	0.425285	0
1	scaffold1_4387513	4387513	4.38751e+06	0.075	16646.2	0.275	9444.41	0.566761	0.772444	0
1	scaffold1_4387521	4387521	4.38752e+06	0.725	13789.1	0.475	6740.76	0.715704	1.12091	0
1	scaffold1_4387561	4387561	4.38756e+06	0.725	13789.1	0.475	6740.76	0.715704	1.12091	0
1	scaffold1_4387567	4387567	4.38757e+06	0.075	12859.7	0.025	6832.32	0.632431	0.926085	0
1	scaffold1_4387568	4387568	4.38757e+06	0.2	14486.4	0.25	6921.43	0.73859	1.17445	0
1	scaffold1_4387595	4387595	4.3876e+06	0.075	14522	0.275	6946.82	0.73738	1.17162	0
1	scaffold1_4387820	4387820	4.38782e+06	0.2	15951.7	0.25	9644.25	0.503205	0.62375	0
1	scaffold1_4400508	4400508	4.40051e+06	0	18162.8	0.25	8539.88	0.754631	1.21198	0
1	scaffold1_4400529	4400529	4.40053e+06	0.05	17323.3	0.2	6058.85	1.05053	1.90426	0
1	scaffold1_4400739	4400739	4.40074e+06	0.075	16319.9	0.05	5650.75	1.0606	1.92782	0
1	scaffold1_4400745	4400745	4.40074e+06	0	16400.1	0.25	5647.71	1.06604	1.94055	0
1	scaffold1_4400757	4400757	4.40076e+06	0	16400.1	0.2	4109.26	1.38405	2.68456	1
1	scaffold1_4400768	4400768	4.40077e+06	0	16400.1	0.2	4109.26	1.38405	2.68456	1
1	scaffold1_4400812	4400812	4.40081e+06	0	16400.1	0.2	4109.26	1.38405	2.68456	1
1	scaffold1_4400822	4400822	4.40082e+06	0.8	9615.4	0.3	3285.46	1.07386	1.95885	0
1	scaffold1_4401008	4401008	4.40101e+06	0.425	4888.02	0.35	2944.94	0.5067	0.631927	0
1	scaffold1_4401042	4401042	4.40104e+06	0.1	4910.59	0.2	3052.74	0.475354	0.55859	0
1	scaffold1_4401063	4401063	4.40106e+06	0.075	4876.55	0.2	3052.74	0.468397	0.542313	0
1	scaffold1_4401084	4401084	4.40108e+06	0	4945.34	0.2	3184	0.440307	0.476594	0
1	scaffold1_4401093	4401093	4.40109e+06	0	4945.34	0.2	3184	0.440307	0.476594	0
1	scaffold1_4401285	4401285	4.40128e+06	0.125	3928.31	0	3253.1	0.188602	-0.112291	0
1	scaffold1_4401358	4401358	4.40136e+06	0.525	3712.37	0.4	3133.46	0.169532	-0.156907	0
1	scaffold1_4401392	4401392	4.40139e+06	0.475	2369.06	0.375	1766.11	0.293712	0.133623	0
1	scaffold1_4401415	4401415	4.40142e+06	0.05	5632.12	0.375	2731.6	0.7236	1.13938	0
1	scaffold1_4401580	4401580	4.40158e+06	0.425	5600.8	0	3286.81	0.532993	0.693441	0
1	scaffold1_4401595	4401595	4.4016e+06	0	6178.3	0.1	3151.46	0.673179	1.02142	0
1	scaffold1_4401603	4401603	4.4016e+06	0.5	6155.87	0.425	3586.36	0.54027	0.710466	0
1	scaffold1_4404591	4404591	4.40459e+06	0.1	6697.51	0.125	4375.09	0.425808	0.442673	0
1	scaffold1_4404594	4404594	4.40459e+06	0.325	6362.72	0.45	4535.61	0.338497	0.238401	0
1	scaffold1_4404660	4404660	4.40466e+06	0	9487.87	0.1	6544.31	0.371418	0.315423	0
1	scaffold1_4404842	4404842	4.40484e+06	0.475	9032.61	0	7425.98	0.195856	-0.0953201	0
1	scaffold1_4404905	4404905	4.4049e+06	0.8	8894.8	0.45	7029.73	0.235319	-0.00299295	0
1	scaffold1_4404912	4404912	4.40491e+06	0.8	8894.8	0.45	7029.73	0.235319	-0.00299295	0
1	scaffold1_4404936	4404936	4.40494e+06	0.05	13793.1	0.175	13873.7	-0.00582274	-0.567165	0
1	scaffold1_4405205	4405205	4.4052e+06	0.65	16788.7	0.275	15953.2	0.051048	-0.434111	0
1	scaffold1_4434459	4434459	4.43446e+06	0.125	24246	0.225	21989.6	0.0976818	-0.325007	0
1	scaffold1_4434648	4434648	4.43465e+06	0	27856.7	0.125	20778.3	0.293162	0.132336	0
1	scaffold1_4434676	4434676	4.43468e+06	0.45	21306.3	0.35	23848	-0.112697	-0.817207	0
1	scaffold1_4434714	4434714	4.43471e+06	0.475	21497.2	0.35	23848	-0.103778	-0.79634	0
1	scaffold1_4490957	4490957	4.49096e+06	0.35	25577.3	0.325	30193.3	-0.165916	-0.941717	0
1	scaffold1_4491237	4491237	4.49124e+06	0.35	25573.1	0.35	29346.2	-0.137625	-0.875528	0
1	scaffold1_4491254	4491254	4.49125e+06	0.3	24937.2	0.325	29331.3	-0.162291	-0.933236	0
1	scaffold1_4491261	4491261	4.49126e+06	0.35	25610.4	0.35	29848.9	-0.15315	-0.91185	0
1	scaffold1_4491569	4491569	4.49157e+06	0.35	26736.5	0.35	29848.9	-0.110119	-0.811175	0
1	scaffold1_4561534	4561534	4.56153e+06	0.325	29884.2	0.2	33724.5	-0.120894	-0.836384	0
1	scaffold1_5157661	5157661	5.15766e+06	0.175	35188.1	0.35	27777.7	0.236477	-0.000283704	0
1	scaffold1_5157934	5157934	5.15793e+06	0.05	33806.7	0.075	28926.1	0.155915	-0.188766	0
1	scaffold1_5157942	5157942	5.15794e+06	0.225	34327.5	0.475	27392.4	0.225682	-0.0255395	0
1	scaffold1_5196059	5196059	5.19606e+06	0.15	34262.1	0.025	37674.4	-0.0949408	-0.775664	0
1	scaffold1_5196358	5196358	5.19636e+06	0.25	28086.6	0.25	29626.2	-0.0533671	-0.678399	0
1	scaffold1_5211517	5211517	5.21152e+06	0.125	29689.3	0.2	29144.3	0.0185272	-0.510196	0
1	scaffold1_5211551	5211551	5.21155e+06	0.175	21957.7	0.225	19616.9	0.112725	-0.289812	0
1	scaffold1_5211743	5211743	5.21174e+06	0.05	21733.9	0.05	18901.1	0.139653	-0.226812	0
1	scaffold1_5211757	5211757	5.21176e+06	0.125	22700	0.2	19077.5	0.173856	-0.146791	0
1	scaffold1_5211782	5211782	5.21178e+06	0.125	22700	0.2	19077.5	0.173856	-0.146791	0
1	scaffold1_5211794	5211794	5.21179e+06	0.15	22578.5	0.2	19077.5	0.168487	-0.159352	0
1	scaffold1_5211796	5211796	5.2118e+06	0.175	24498.9	0.225	22056.1	0.105041	-0.30779	0
1	scaffold1_5211798	5211798	5.2118e+06	0.175	24498.9	0.225	22056.1	0.105041	-0.30779	0
1	scaffold1_5220914	5220914	5.22091e+06	0.2	26638.3	0.225	23302.4	0.133793	-0.240522	0
1	scaffold1_5221207	5221207	5.22121e+06	0.25	24840.7	0.325	20204.8	0.206564	-0.0702678	0
1	scaffold1_5229366	5229366	5.22937e+06	0.5	23054.3	0.425	17756.8	0.261087	0.0572935	0
1	scaffold1_5229641	5229641	5.22964e+06	0	23210.7	0.1	18561.2	0.22354	-0.0305509	0
1	scaffold1_5229659	5229659	5.22966e+06	0.475	23423.9	0.5	18663.9	0.227163	-0.0220746	0
1	scaffold1_5235980	5235980	5.23598e+06	0.475	22946.2	0.225	19728.8	0.151077	-0.200084	0
1	scaffold1_5235990	5235990	5.23599e+06	0.475	22946.2	0.2	20432.2	0.116044	-0.282047	0
1	scaffold1_5236002	5236002	5.236e+06	0.35	26375.5	0.325	24449.3	0.0758341	-0.376122	0
1	scaffold1_5236282	5236282	5.23628e+06	0.225	36426.4	0.05	38914.7	-0.0660788	-0.708139	0
1	scaffold1_5328992	5328992	5.32899e+06	0	49685.6	0.1	39629.7	0.226136	-0.0244774	0
1	scaffold1_5392576	5392576	5.39258e+06	0.15	40601.9	0.1	36838.6	0.0972678	-0.325976	0
1	scaffold1_5392584	5392584	5.39258e+06	0	42156.4	0.225	25870.1	0.4883	0.588878	0
1	scaffold1_5400750	5400750	5.40075e+06	0.5	25891.7	0.475	19495.8	0.283725	0.110257	0
1	scaffold1_5400813	5400813	5.40081e+06	0.35	23592.3	0.325	17308.4	0.309731	0.1711	0
1	scaffold1_5401020	5401020	5.40102e+06	0.475	23804.3	0.475	17606.6	0.301594	0.152063	0
1	scaffold1_5401061	5401061	5.40106e+06	0.5	24040.7	0.475	17606.6	0.311476	0.175183	0
1	scaffold1_5405503	5405503	5.4055e+06	0.35	23998.5	0.375	17423.2	0.320188	0.195565	0
1	scaffold1_5405513	5405513	5.40551e+06	0.35	17468.7	0.35	15650.8	0.109891	-0.296443	0
1	scaffold1_5405516	5405516	5.40552e+06	0.15	16845.6	0.05	18467.5	-0.0919204	-0.768598	0
1	scaffold1_5405528	5405528	5.40553e+06	0.35	19350.8	0.4	19264.4	0.00447294	-0.543077	0
1	scaffold1_5405772	5405772	5.40577e+06	0.15	24042	0.05	30756.3	-0.246291	-1.12976	0
1	scaffold1_5412035	5412035	5.41204e+06	0.25	25706.2	0.1	30084.9	-0.157292	-0.921541	0
1	scaffold1_5412041	5412041	5.41204e+06	0.275	25499.8	0.175	29019.8	-0.129307	-0.856067	0
1	scaffold1_5412052	5412052	5.41205e+06	0.25	25500.1	0.075	29842.5	-0.157251	-0.921445	0
1	scaffold1_5412065	5412065	5.41206e+06	0.025	25503.2	0.1	29848	-0.157311	-0.921585	0
1	scaffold1_5412071	5412071	5.41207e+06	0.25	26325.7	0.05	34965	-0.283803	-1.21752	0
1	scaffold1_5412362	5412362	5.41236e+06	0.25	26325.7	0.075	35009.5	-0.285074	-1.2205	0
1	scaffold1_5439329	5439329	5.43933e+06	0.1	29756.5	0	37321.5	-0.226523	-1.08351	0
1	scaffold1_5439546	5439546	5.43955e+06	0.325	21750.3	0.05	35834.1	-0.499275	-1.72164	0
1	scaffold1_5439552	5439552	5.43955e+06	0.325	21750.3	0.05	35834.1	-0.499275	-1.72164	0
1	scaffold1_5439566	5439566	5.43957e+06	0.45	13457.8	0.375	21176.7	-0.453342	-1.61418	0
1	scaffold1_5439574	5439574	5.43957e+06	0.45	13457.8	0.375	21176.7	-0.453342	-1.61418	0
1	scaffold1_5439614	5439614	5.43961e+06	0.325	16464.8	0.05	28904.1	-0.562758	-1.87016	0
1	scaffold1_5473382	5473382	5.47338e+06	0.425	13670.9	0.275	20053.2	-0.383119	-1.44988	0
1	scaffold1_5473389	5473389	5.47339e+06	0.525	12810	0.45	12945.9	-0.0105515	-0.578228	0
1	scaffold1_5473403	5473403	5.4734e+06	0.325	12293.5	0.25	12621.6	-0.0263398	-0.615166	0
1	scaffold1_5473431	5473431	5.47343e+06	0.55	12279.4	0.475	12394.5	-0.00933005	-0.575371	0
1	scaffold1_5473436	5473436	5.47344e+06	0.1	12291.4	0.025	12540.7	-0.0200817	-0.600525	0
1	scaffold1_5473450	5473450	5.47345e+06	0.1	12291.4	0.025	12540.7	-0.0200817	-0.600525	0
1	scaffold1_5473458	5473458	5.47346e+06	0.1	12291.4	0.025	12540.7	-0.0200817	-0.600525	0
1	scaffold1_5473462	5473462	5.47346e+06	0.425	12631.7	0.475	12457.2	0.0139086	-0.521002	0
1	scaffold1_5473657	5473657	5.47366e+06	0.45	12643.9	0.475	12457.2	0.0148747	-0.518742	0
1	scaffold1_5473671	5473671	5.47367e+06	0.325	9811.22	0.425	11336.1	-0.144464	-0.891528	0
1	scaffold1_5473672	5473672	5.47367e+06	0.325	9811.22	0.25	11271.4	-0.138744	-0.878146	0
1	scaffold1_5475989	5475989	5.47599e+06	0.45	10293	0.3	11984.1	-0.152115	-0.909428	0
1	scaffold1_5476046	5476046	5.47605e+06	0.475	10242	0.375	11414.6	-0.108401	-0.807156	0
1	scaffold1_5476295	5476295	5.4763e+06	0.05	9810.39	0.075	11241	-0.136123	-0.872014	0
1	scaffold1_5476304	5476304	5.4763e+06	0.5	10039.6	0.425	11676.4	-0.151032	-0.906895	0
1	scaffold1_5487629	5487629	5.48763e+06	0.625	8959.24	0.5	9417.9	-0.0499271	-0.670351	0
1	scaffold1_5487644	5487644	5.48764e+06	0	8987.22	0.125	8432.63	0.0636949	-0.404522	0
1	scaffold1_5487696	5487696	5.4877e+06	0.05	7664.82	0.325	5743.7	0.288538	0.121518	0
1	scaffold1_5487701	5487701	5.4877e+06	0.625	7647.57	0.5	5764.12	0.282737	0.107946	0
1	scaffold1_5487944	5487944	5.48794e+06	0	7709.33	0.125	5798.95	0.284754	0.112665	0
1	scaffold1_5487956	5487956	5.48796e+06	0.525	6542.65	0.3	4955.81	0.277782	0.0963529	0
2	scaffold2_6420	6420	6420	0.025	3146.02	0.075	2889.58	0.085026	-0.354616	0
2	scaffold2_6444	6444	6444	0.15	3143.62	0.3	2886.86	0.0852035	-0.354201	0
2	scaffold2_6453	6453	6453	0.15	3143.62	0.3	2886.86	0.0852035	-0.354201	0
2	scaffold2_6478	6478	6478	0.025	3234.39	0.075	3303.26	-0.0210697	-0.602837	0
2	scaffold2_6643	6643	6643	0.325	3181.65	0.25	3274.13	-0.0286519	-0.620576	0
2	scaffold2_6671	6671	6671	0.125	4280.23	0.125	3687.28	0.149118	-0.204668	0
2	scaffold2_6684	6684	6684	0	4281.8	0.1	3877.77	0.0991149	-0.321654	0
2	scaffold2_6685	6685	6685	0.125	4280.23	0.3	4182.38	0.0231278	-0.499433	0
2	scaffold2_6686	6686	6686	0.075	4372.53	0.1	4231.52	0.0327788	-0.476853	0
2	scaffold2_6716	6716	6716	0.2	4770.38	0.25	4759.79	0.00222088	-0.548346	0
2	scaffold2_6720	6720	6720	0.325	5911.03	0.375	6161.22	-0.0414537	-0.650527	0
2	scaffold2_6734	6734	6734	0.3	10277.1	0.4	9791.18	0.0484328	-0.440229	0
2	scaffold2_501439	501439	501439	0	21973.6	0.2	15940	0.321008	0.197484	0
2	scaffold2_501440	501440	501440	0	21973.6	0.2	15940	0.321008	0.197484	0
