pos	gpos	p1	ihh1	p2	ihh2	xpehh	normxpehh	crit
scaffold102_138307	138307	138307	0.1	30278.6	0.1	37121.5	-0.203754	-1.03024	0
scaffold102_138367	138367	138367	0.35	31090.4	0.175	38146.6	-0.204536	-1.03207	0
scaffold102_149141	149141	149141	0.6	33369.6	0.45	38385.4	-0.140031	-0.881157	0
scaffold102_149167	149167	149167	0.125	37890.8	0.15	42829.3	-0.122515	-0.840177	0
scaffold102_154280	154280	154280	0.125	40646	0.025	46878	-0.142646	-0.887275	0
scaffold102_154282	154282	154282	0.125	40646	0.025	46878	-0.142646	-0.887275	0
scaffold102_154300	154300	154300	0	49551.1	0.1	46050.6	0.0732637	-0.382135	0
scaffold102_175969	175969	175969	0.575	42575.5	0.4	44736.4	-0.0495082	-0.669371	0
scaffold102_289391	289391	289391	0.3	39547.6	0.15	50350.2	-0.241499	-1.11855	0
scaffold102_289567	289567	289567	0.3	39547.6	0.15	50350.2	-0.241499	-1.11855	0
scaffold102_289576	289576	289576	0.35	41986	0.375	41899.8	0.00205485	-0.548735	0
scaffold102_404222	404222	404222	0.1	49737.5	0.05	50971.4	-0.0245046	-0.610873	0
scaffold102_404264	404264	404264	0.1	49737.5	0.05	50971.4	-0.0245046	-0.610873	0
scaffold102_404293	404293	404293	0.125	47656.6	0.3	42622.3	0.111644	-0.292341	0
scaffold102_453020	453020	453020	0.225	45651.2	0.425	43322.8	0.0523512	-0.431062	0
scaffold102_454095	454095	454095	0.425	36513.1	0.425	41084.1	-0.117951	-0.829499	0
scaffold102_454096	454096	454096	0.425	36513.1	0.425	41084.1	-0.117951	-0.829499	0
scaffold102_454155	454155	454155	0.2	39495.3	0.45	42288.3	-0.0683297	-0.713405	0
scaffold102_487469	487469	487469	0.4	37335.5	0.35	43001	-0.141278	-0.884074	0
scaffold102_487470	487470	487470	0.4	37335.5	0.35	43001	-0.141278	-0.884074	0
scaffold102_487491	487491	487491	0.4	37335.5	0.35	43001	-0.141278	-0.884074	0
scaffold102_487499	487499	487499	0.325	36675.6	0.075	47124.9	-0.250689	-1.14005	0
scaffold102_487523	487523	487523	0.1	34995.7	0.05	45805.4	-0.269177	-1.18331	0
scaffold102_487526	487526	487526	0.4	37003.2	0.35	46464.5	-0.227684	-1.08623	0
scaffold102_508637	508637	508637	0.3	28473.6	0.175	45423.9	-0.46706	-1.64627	0
scaffold102_508653	508653	508653	0.25	23515.4	0	45464.4	-0.659272	-2.09597	1
scaffold102_508692	508692	508692	0.075	23069.6	0.325	41263.2	-0.581455	-1.91391	0
scaffold102_508708	508708	508708	0.05	23106.2	0.325	41263.2	-0.579871	-1.9102	0
scaffold102_508716	508716	508716	0.05	23106.2	0.325	41263.2	-0.579871	-1.9102	0
scaffold102_508966	508966	508966	0.05	23106.2	0.325	41263.2	-0.579871	-1.9102	0
scaffold102_508967	508967	508967	0.325	22541.8	0	42178.9	-0.62655	-2.01941	1
scaffold102_513036	513036	513036	0.075	24054.8	0.325	41263.2	-0.539635	-1.81607	0
scaffold102_513073	513073	513073	0.125	21070.1	0.05	40139.1	-0.644497	-2.0614	1
scaffold102_513367	513367	513367	0.3	19609.1	0.175	38930.7	-0.685788	-2.158	1
scaffold102_513373	513373	513373	0.125	23709.9	0.05	42379.4	-0.580771	-1.91231	0
scaffold102_513396	513396	513396	0.225	27962.8	0	45631.5	-0.489725	-1.6993	0
scaffold102_514178	514178	514178	0.1	32214.7	0.325	43413.8	-0.298354	-1.25157	0
scaffold102_553735	553735	553735	0.175	30260.3	0.25	41121.8	-0.306702	-1.2711	0
scaffold102_553789	553789	553789	0.075	33418.4	0.05	54055.5	-0.480905	-1.67866	0
scaffold102_558438	558438	558438	0.3	31178.2	0.15	58611.2	-0.631207	-2.03031	1
scaffold102_558466	558466	558466	0.625	26985.9	0.225	55673.2	-0.724186	-2.24784	1
scaffold102_558717	558717	558717	0.325	35373	0.075	66837.2	-0.636312	-2.04225	1
scaffold102_566347	566347	566347	0.025	38972.3	0.075	66837.2	-0.539408	-1.81553	0
scaffold102_566608	566608	566608	0.375	35485.6	0.15	59934.8	-0.524132	-1.77979	0
scaffold102_566686	566686	566686	0.375	35485.6	0.15	59934.8	-0.524132	-1.77979	0
scaffold102_566688	566688	566688	0.1	52041.3	0	69790.6	-0.293461	-1.24012	0
scaffold102_592815	592815	592815	0.075	60541.5	0.05	67892	-0.114588	-0.821631	0
scaffold102_604979	604979	604979	0.025	62252.1	0.075	66213	-0.0616837	-0.697857	0
scaffold102_620906	620906	620906	0.175	50457.8	0.25	49874.9	0.0116182	-0.52636	0
scaffold102_620963	620963	620963	0.075	55887.9	0.075	56575.8	-0.0122346	-0.582166	0
scaffold102_621163	621163	621163	0.075	55887.9	0.05	57465	-0.0278291	-0.618651	0
scaffold102_634886	634886	634886	0.375	43165.6	0.125	49432.8	-0.135569	-0.870718	0
scaffold102_634902	634902	634902	0.375	43165.6	0.125	49432.8	-0.135569	-0.870718	0
scaffold102_634906	634906	634906	0.025	60849.1	0.4	40921	0.396753	0.374696	0
scaffold102_659521	659521	659521	0.7	44603.2	0.25	50496.8	-0.124104	-0.843894	0
scaffold102_722497	722497	722497	0.45	43142.9	0.225	53878.8	-0.222218	-1.07344	0
scaffold102_753646	753646	753646	0	51972.4	0.15	47116.2	0.0980969	-0.324036	0
scaffold102_753649	753649	753649	0.1	44289.3	0.05	50046.8	-0.122215	-0.839475	0
scaffold102_753658	753658	753658	0.1	45004.3	0	53129.4	-0.165973	-0.94185	0
scaffold102_753928	753928	753928	0.05	47314.8	0.125	48096.7	-0.0163909	-0.59189	0
scaffold102_753953	753953	753953	0.3	37595.2	0.05	51501.4	-0.314732	-1.28989	0
scaffold102_857778	857778	857778	0.675	41828.9	0.425	41739.4	0.00214353	-0.548527	0
scaffold102_866394	866394	866394	0.1	46087.2	0	46750.4	-0.0142877	-0.58697	0
scaffold102_866626	866626	866626	0.9	48910.2	0.425	40509.5	0.188449	-0.112649	0
scaffold102_882740	882740	882740	0.1	48087.6	0.05	51402.9	-0.0666703	-0.709523	0
scaffold102_972345	972345	972345	0.6	38495	0.5	37173.9	0.0349206	-0.471842	0
scaffold102_972427	972427	972427	0.6	38495	0.5	37173.9	0.0349206	-0.471842	0
scaffold102_972433	972433	972433	0.225	43642.4	0.075	46515.1	-0.0637469	-0.702684	0
scaffold102_997341	997341	997341	0.075	45907.8	0.175	41048.8	0.111876	-0.291799	0
scaffold102_997350	997350	997350	0.075	45907.8	0.175	41048.8	0.111876	-0.291799	0
scaffold102_997388	997388	997388	0.075	45907.8	0.175	41048.8	0.111876	-0.291799	0
scaffold102_997535	997535	997535	0	46604	0.15	34341.6	0.30533	0.160804	0
scaffold102_997551	997551	997551	0.25	29565.3	0.075	35174.7	-0.173726	-0.959989	0
scaffold102_997572	997572	997572	0.15	30858.9	0.025	35779.2	-0.14794	-0.899661	0
scaffold102_1010694	1010694	1.01069e+06	0.625	26286.6	0.2	30562.7	-0.15072	-0.906165	0
scaffold102_1010698	1010698	1.0107e+06	0	26291.1	0.125	26492	-0.00761293	-0.571353	0
scaffold102_1010708	1010708	1.01071e+06	0.6	24862.3	0.2	26478.4	-0.0629733	-0.700874	0
scaffold102_1010722	1010722	1.01072e+06	0.075	24428	0.1	24962.2	-0.021629	-0.604145	0
scaffold102_1010751	1010751	1.01075e+06	0	24438.6	0.125	24981.7	-0.0219778	-0.604961	0
scaffold102_1010756	1010756	1.01076e+06	0.25	21364.2	0.075	24727.8	-0.146215	-0.895625	0
scaffold102_1010757	1010757	1.01076e+06	0.575	24773.7	0.325	25425.5	-0.0259706	-0.614303	0
scaffold102_1010937	1010937	1.01094e+06	0.6	31062.7	0.2	25438.6	0.199741	-0.0862308	0
scaffold102_1010939	1010939	1.01094e+06	0.15	30799.9	0.025	25248.9	0.198728	-0.0886008	0
scaffold102_1010955	1010955	1.01096e+06	0.85	30796.1	0.45	25209.4	0.200169	-0.0852294	0
scaffold102_1010960	1010960	1.01096e+06	0.6	31273.2	0.2	28436.9	0.0950728	-0.331111	0
scaffold102_1010980	1010980	1.01098e+06	0.1	42906.1	0.1	36151.7	0.17129	-0.152794	0
scaffold102_1010982	1010982	1.01098e+06	0.15	49206.7	0.025	41931.8	0.159984	-0.179246	0
scaffold102_1139400	1139400	1.1394e+06	0	57808.3	0.425	29585.3	0.669856	1.01364	0
scaffold102_1139401	1139401	1.1394e+06	0	57808.3	0.425	29585.3	0.669856	1.01364	0
scaffold102_1142285	1142285	1.14228e+06	0	57808.3	0.4	29299.4	0.679565	1.03636	0
scaffold102_1142313	1142313	1.14231e+06	0.05	55730.6	0.075	36184.1	0.431909	0.456946	0
scaffold102_1142362	1142362	1.14236e+06	0.05	55730.6	0.075	36184.1	0.431909	0.456946	0
scaffold102_1164340	1164340	1.16434e+06	0.05	55730.6	0.075	36184.1	0.431909	0.456946	0
scaffold102_1164348	1164348	1.16435e+06	0.95	55730.6	0.45	26128.3	0.757509	1.21872	0
scaffold102_1164569	1164569	1.16457e+06	0.95	55730.6	0.45	26128.3	0.757509	1.21872	0
scaffold102_1164666	1164666	1.16467e+06	0.95	55730.6	0.45	26128.3	0.757509	1.21872	0
scaffold102_1164686	1164686	1.16469e+06	0.95	55730.6	0.45	26128.3	0.757509	1.21872	0
scaffold102_1164702	1164702	1.1647e+06	0.925	52467.8	0.45	24943.9	0.74357	1.1861	0
scaffold102_1165095	1165095	1.1651e+06	0	53180.9	0.325	23086.1	0.834469	1.39877	0
scaffold102_1165153	1165153	1.16515e+06	0.05	53158.4	0.075	27665.5	0.653092	0.974423	0
scaffold102_1165425	1165425	1.16542e+06	0	54710.3	0.125	27352.3	0.693251	1.06838	0
scaffold102_1243516	1243516	1.24352e+06	0.4	31779.3	0.1	24734.1	0.250632	0.0328332	0
scaffold102_1243521	1243521	1.24352e+06	0.6	20155.3	0.425	13947.4	0.368172	0.307828	0
scaffold103_62801	62801	62801	0.55	12242.5	0.15	12547.2	-0.0245838	-0.611058	0
scaffold103_62815	62815	62815	0.35	13411.1	0.1	13102.5	0.0232804	-0.499076	0
scaffold103_65075	65075	65075	0.625	21258.4	0.25	15989.1	0.284848	0.112884	0
scaffold103_65144	65144	65144	0.625	21258.4	0.25	15989.1	0.284848	0.112884	0
scaffold103_81397	81397	81397	0.125	34803.4	0.05	21550.7	0.479308	0.567841	0
scaffold103_81431	81431	81431	0	42713.6	0.125	19151	0.802162	1.32319	0
scaffold103_84395	84395	84395	0	42714.3	0.1	21330.4	0.694398	1.07106	0
scaffold103_84482	84482	84482	0.125	39698.1	0.325	16853.5	0.856745	1.45089	0
scaffold103_84692	84692	84692	0.1	39805.4	0.075	19078.7	0.73543	1.16706	0
scaffold103_84727	84727	84727	0.025	41158.8	0.175	17598.8	0.849606	1.43418	0
scaffold103_84757	84757	84757	0	43049.3	0.1	26666	0.478956	0.567017	0
scaffold103_91999	91999	91999	0.025	42860.6	0.275	25104	0.534925	0.697961	0
scaffold103_92010	92010	92010	0.025	42860.6	0.25	26560.1	0.478542	0.566048	0
scaffold103_92011	92011	92011	0.025	42860.6	0.25	26560.1	0.478542	0.566048	0
scaffold103_99191	99191	99191	0.125	41041.9	0.275	34671.7	0.168669	-0.158926	0
scaffold103_141565	141565	141565	0.15	35797.4	0.025	43216.1	-0.188337	-0.994173	0
scaffold103_141583	141583	141583	0.55	23031.1	0.025	43216.1	-0.629369	-2.02601	1
scaffold103_141593	141593	141593	0.425	21003.4	0.075	41830	-0.688928	-2.16535	1
scaffold103_141596	141596	141596	0.15	22915.6	0.025	45390.3	-0.68348	-2.1526	1
scaffold103_141614	141614	141614	0.275	23543.6	0.025	45390.3	-0.656445	-2.08935	1
scaffold103_152528	152528	152528	0.425	26250.8	0.025	45191.4	-0.543208	-1.82442	0
scaffold103_160711	160711	160711	0.75	21654.7	0.275	32694.9	-0.411999	-1.51745	0
scaffold103_160742	160742	160742	0	26602.2	0.125	34980.1	-0.273787	-1.19409	0
scaffold103_160763	160763	160763	0	26602.2	0.125	34980.1	-0.273787	-1.19409	0
scaffold103_161018	161018	161018	0.45	23981	0	40021.1	-0.512143	-1.75175	0
scaffold103_197414	197414	197414	0	30156.7	0.125	35524.9	-0.163827	-0.93683	0
scaffold103_197452	197452	197452	0.325	20659.1	0.375	20543.6	0.00560688	-0.540424	0
scaffold103_197461	197461	197461	0.35	17016.9	0.25	17426.2	-0.0237669	-0.609147	0
scaffold103_998622	998622	998622	0	43971.3	0.1	33241.2	0.279746	0.100948	0
scaffold103_998629	998629	998629	0.125	40931.4	0.3	33917.5	0.187965	-0.113782	0
scaffold103_1138556	1138556	1.13856e+06	0.125	44712.4	0.075	50630.6	-0.124306	-0.844367	0
scaffold103_1175996	1175996	1.176e+06	0.025	48121	0.075	51587.8	-0.0695665	-0.716299	0
scaffold103_1175999	1175999	1.176e+06	0.1	40586.8	0.05	47391.6	-0.155002	-0.916183	0
scaffold103_1176220	1176220	1.17622e+06	0.025	43276.3	0.075	50597.5	-0.156296	-0.91921	0
scaffold103_1176267	1176267	1.17627e+06	0.025	43276.3	0.075	50597.5	-0.156296	-0.91921	0
scaffold103_1176288	1176288	1.17629e+06	0.3	30245.4	0.05	51383.5	-0.529974	-1.79346	0
scaffold103_1202000	1202000	1.202e+06	0.725	26550	0.25	39954.7	-0.408715	-1.50977	0
scaffold103_1202029	1202029	1.20203e+06	0.725	26550	0.25	39954.7	-0.408715	-1.50977	0
scaffold103_1202070	1202070	1.20207e+06	0.725	26549.5	0.3	36384	-0.315119	-1.29079	0
scaffold103_1202288	1202288	1.20229e+06	0.625	21827.2	0.225	35040.7	-0.473354	-1.661	0
scaffold103_1202292	1202292	1.20229e+06	0.7	22688.4	0.3	33940.1	-0.402747	-1.4958	0
scaffold103_1212686	1212686	1.21269e+06	0.375	23689	0.075	37984.2	-0.472162	-1.65821	0
scaffold103_1212890	1212890	1.21289e+06	0.425	23789.4	0.5	26620.7	-0.112449	-0.816626	0
scaffold103_1229448	1229448	1.22945e+06	0.3	26620.6	0.025	36790.6	-0.323558	-1.31053	0
scaffold103_1229633	1229633	1.22963e+06	0	34779.4	0.1	34652.2	0.00366386	-0.54497	0
scaffold103_1229695	1229695	1.2297e+06	0.05	33077.7	0.1	31852.2	0.0377512	-0.46522	0
scaffold103_1267120	1267120	1.26712e+06	0	34074.7	0.125	29584.2	0.141315	-0.222923	0
scaffold103_1267135	1267135	1.26714e+06	0	34074.7	0.125	29584.2	0.141315	-0.222923	0
scaffold103_1267147	1267147	1.26715e+06	0	34074.7	0.125	29584.2	0.141315	-0.222923	0
scaffold103_1267154	1267154	1.26715e+06	0	34074.7	0.2	25994.9	0.270657	0.0796834	0
scaffold103_1267352	1267352	1.26735e+06	0	34074.7	0.125	24575.4	0.32681	0.211058	0
scaffold103_1267353	1267353	1.26735e+06	0	34074.7	0.125	24575.4	0.32681	0.211058	0
scaffold104_94929	94929	94929	0.1	10843.8	0	14951.5	-0.321225	-1.30508	0
scaffold104_94946	94946	94946	0.125	12211.9	0.025	14951.1	-0.202375	-1.02702	0
scaffold104_94995	94995	94995	0.125	12211.9	0.025	14951.1	-0.202375	-1.02702	0
scaffold104_95194	95194	95194	0.05	12813	0.05	15083.5	-0.163142	-0.935227	0
scaffold104_95221	95221	95221	0.325	13505.1	0.15	15177.8	-0.116766	-0.826726	0
scaffold104_108269	108269	108269	0.275	17990.7	0.2	16619.7	0.0792656	-0.368093	0
scaffold104_111136	111136	111136	0.35	21512.1	0.175	18200.5	0.167163	-0.16245	0
scaffold104_111337	111337	111337	0	36175.5	0.2	20851.7	0.550948	0.735449	0
scaffold104_188007	188007	188007	0.05	34766.8	0.2	20998.7	0.504202	0.626082	0
scaffold104_188062	188062	188062	0.7	26406.2	0.3	15217.9	0.551127	0.735867	0
scaffold104_188240	188240	188240	0.05	35193.4	0.2	21592.8	0.488498	0.589341	0
scaffold104_199592	199592	199592	0.1	33420.9	0	26930.7	0.215915	-0.0483903	0
scaffold104_200966	200966	200966	0.025	36911.9	0.075	24109	0.425949	0.443003	0
scaffold104_201025	201025	201025	0.125	34792.2	0.4	17926.8	0.663095	0.997826	0
scaffold104_201226	201226	201226	0.05	34953.4	0.3	18169.8	0.654256	0.977147	0
scaffold104_204198	204198	204198	0.075	35933.2	0.275	20135.5	0.579176	0.80149	0
scaffold104_204243	204243	204243	0.075	35933.2	0.275	20135.5	0.579176	0.80149	0
scaffold104_204264	204264	204264	0.075	35933.2	0.275	20135.5	0.579176	0.80149	0
scaffold104_220172	220172	220172	0.475	24260.5	0.325	18256.3	0.28434	0.111696	0
scaffold104_220232	220232	220232	0.275	21148.6	0.275	17446.9	0.192411	-0.10338	0
scaffold104_223810	223810	223810	0.575	18249.3	0.4	13806.5	0.278989	0.0991768	0
scaffold104_224067	224067	224067	0.35	18626.9	0.225	18397.9	0.0123684	-0.524605	0
scaffold104_224083	224083	224083	0.1	17996.7	0.075	18940.7	-0.0511224	-0.673148	0
scaffold104_224108	224108	224108	0.425	21049.1	0.35	21091.7	-0.00202024	-0.558269	0
scaffold104_266359	266359	266359	0.25	25965.5	0.225	28696.1	-0.0999918	-0.787482	0
scaffold104_332237	332237	332237	0.15	25552.6	0.125	29792.9	-0.153531	-0.912741	0
scaffold104_332243	332243	332243	0.4	15949.5	0.25	22999	-0.366023	-1.40988	0
scaffold104_332261	332261	332261	0.125	15580.2	0.125	22876	-0.384086	-1.45214	0
scaffold104_332271	332271	332271	0.15	16169.6	0.1	23154.9	-0.359071	-1.39362	0
scaffold104_332303	332303	332303	0.125	16054.7	0.125	23153.7	-0.366152	-1.41019	0
scaffold104_332316	332316	332316	0.15	17608.5	0.1	24319.5	-0.3229	-1.30899	0
scaffold104_332451	332451	332451	0.325	13794.4	0.3	20567.5	-0.39945	-1.48809	0
scaffold104_332510	332510	332510	0.15	20990.6	0.125	28301.6	-0.298843	-1.25271	0
scaffold104_425775	425775	425775	0.1	22169.9	0.025	29991.8	-0.302188	-1.26054	0
scaffold104_425809	425809	425809	0.1	19047.6	0.15	24930.2	-0.269139	-1.18322	0
scaffold104_425844	425844	425844	0.05	17536.7	0.05	23425.3	-0.28952	-1.2309	0
scaffold104_425851	425851	425851	0.1	17535.2	0.025	23430	-0.289807	-1.23157	0
scaffold104_425861	425861	425861	0.075	17479.7	0.15	23426.2	-0.292818	-1.23862	0
scaffold104_425956	425956	425956	0.475	13102.8	0.4	16932.1	-0.256384	-1.15337	0
scaffold104_425965	425965	425965	0.1	18782.1	0.025	23295.7	-0.215366	-1.05741	0
scaffold104_425969	425969	425969	0.05	21549.2	0.05	24312.2	-0.120642	-0.835795	0
scaffold104_426023	426023	426023	0.05	21549.2	0.05	24312.2	-0.120642	-0.835795	0
scaffold104_426027	426027	426027	0.075	20177.8	0.075	23021.2	-0.131834	-0.861979	0
scaffold104_426034	426034	426034	0.05	23294.1	0.05	26430.9	-0.126334	-0.849112	0
scaffold104_426044	426044	426044	0.15	23899.2	0.025	26523	-0.104168	-0.797252	0
scaffold104_455833	455833	455833	0.075	25816.8	0.325	18700.8	0.322461	0.200883	0
scaffold104_455873	455873	455873	0.25	18678.7	0.1	15945.1	0.158232	-0.183345	0
scaffold104_456091	456091	456091	0.075	29625.1	0.325	18928	0.447977	0.494539	0
scaffold104_460359	460359	460359	0.225	29246.8	0.275	18821.1	0.440792	0.477729	0
scaffold104_460712	460712	460712	0.125	32129.4	0.175	22052.1	0.376363	0.326992	0
scaffold104_536582	536582	536582	0.025	34600.6	0.175	21326.6	0.483915	0.578619	0
scaffold104_536587	536587	536587	0.3	24165.2	0.225	15178.4	0.465043	0.534466	0
scaffold104_536603	536603	536603	0.025	26392.2	0.175	17676.9	0.400809	0.384185	0
scaffold104_536607	536607	536607	0.325	22673.2	0.2	19042.4	0.174518	-0.145242	0
scaffold104_536639	536639	536639	0.125	28013.4	0.125	22173.5	0.233786	-0.00657953	0
scaffold104_543082	543082	543082	0.125	28013.4	0.1	23005.3	0.196959	-0.0927395	0
scaffold104_543447	543447	543447	0.15	27294.7	0.125	22392.9	0.197952	-0.0904163	0
scaffold104_550482	550482	550482	0.125	28343.9	0.15	21845.1	0.260438	0.0557751	0
scaffold104_550494	550494	550494	0.15	26958.6	0.025	24417.6	0.0989992	-0.321925	0
scaffold104_550509	550509	550509	0.4	27384.4	0.3	19781	0.325249	0.207406	0
scaffold104_550704	550704	550704	0	44376.4	0.1	27052.6	0.494923	0.604373	0
scaffold104_550715	550715	550715	0	44376.4	0.1	27052.6	0.494923	0.604373	0
scaffold104_578914	578914	578914	0.05	42568.7	0.2	25335.7	0.518905	0.660481	0
scaffold104_578932	578932	578932	0	45283.3	0.175	27327.7	0.505037	0.628036	0
scaffold104_579004	579004	579004	0.125	40357.5	0.275	25534.9	0.457731	0.517359	0
scaffold104_592429	592429	592429	0.075	42405.3	0.075	27596.7	0.429574	0.451484	0
scaffold104_592473	592473	592473	0.275	34803.4	0.15	25480.5	0.311799	0.175939	0
scaffold104_592709	592709	592709	0	41398.6	0.175	27594.2	0.405639	0.395486	0
scaffold104_617571	617571	617571	0.225	32189.7	0.275	24306.7	0.280893	0.103631	0
scaffold104_617572	617572	617572	0.225	32189.7	0.275	24306.7	0.280893	0.103631	0
scaffold104_617577	617577	617577	0.25	27832.7	0.325	21903.2	0.239579	0.0069737	0
scaffold104_617597	617597	617597	0.225	28441	0.275	23025.5	0.21123	-0.0593513	0
scaffold104_617752	617752	617752	0.075	30586.4	0.025	32666.9	-0.0658067	-0.707503	0
scaffold104_617755	617755	617755	0.3	28830.1	0.425	27305.7	0.0543228	-0.426449	0
scaffold104_688566	688566	688566	0.1	34541.8	0.025	42088	-0.197592	-1.01583	0
scaffold104_689823	689823	689823	0.4	25301.8	0.275	34078.2	-0.297784	-1.25023	0
scaffold104_695942	695942	695942	0.425	24429.3	0.325	33168.9	-0.30583	-1.26906	0
scaffold104_696129	696129	696129	0.05	37721.1	0.05	53983.1	-0.358452	-1.39217	0
scaffold104_715858	715858	715858	0.175	35006.5	0.025	55879.9	-0.467672	-1.6477	0
scaffold104_715869	715869	715869	0.175	35006.5	0.025	55879.9	-0.467672	-1.6477	0
scaffold104_715878	715878	715878	0.275	28503.8	0.125	50865.4	-0.579144	-1.9085	0
scaffold104_715880	715880	715880	0.275	28503.8	0.125	50865.4	-0.579144	-1.9085	0
scaffold104_716015	716015	716015	0.175	28520.9	0.025	50881.1	-0.578854	-1.90782	0
scaffold104_716059	716059	716059	0.25	27056	0.125	50863.7	-0.63124	-2.03038	1
scaffold104_716067	716067	716067	0.175	26885.7	0.025	50864.6	-0.637575	-2.0452	1
scaffold104_716071	716071	716071	0.25	27107.3	0.125	50940.6	-0.630856	-2.02948	1
scaffold104_716076	716076	716076	0.25	32044.4	0.125	50940.6	-0.463536	-1.63803	0
scaffold104_716084	716084	716084	0.325	32178	0.225	47896.8	-0.397765	-1.48415	0
scaffold104_761450	761450	761450	0.075	39916.8	0.05	55811	-0.335174	-1.33771	0
scaffold104_761459	761459	761459	0.075	39916.8	0.05	56871.9	-0.354004	-1.38177	0
scaffold104_767991	767991	767991	0.1	39484.4	0	58784.2	-0.397969	-1.48463	0
scaffold104_783933	783933	783933	0.275	29324.9	0.125	51266.6	-0.558601	-1.86044	0
scaffold104_783959	783959	783959	0.275	25772.9	0.125	51266.6	-0.687715	-2.16251	1
scaffold104_792685	792685	792685	0.25	23217.3	0.075	48591	-0.738541	-2.28142	1
scaffold104_792892	792892	792892	0.275	22932	0.125	48127.2	-0.741315	-2.28791	1
scaffold104_792919	792919	792919	0.275	22932	0.125	48127.2	-0.741315	-2.28791	1
scaffold104_793032	793032	793032	0.225	16956.8	0.025	48096.4	-1.04254	-2.99266	1
scaffold104_793034	793034	793034	0.225	9754.09	0.175	35781.8	-1.29975	-3.59442	1
scaffold104_793038	793038	793038	0.25	9487.68	0.25	30925.5	-1.18159	-3.31797	1
scaffold104_793041	793041	793041	0.05	10134.8	0.15	21801.8	-0.766015	-2.3457	1
scaffold104_793070	793070	793070	0.275	9763.89	0.025	22029.9	-0.813712	-2.45729	1
scaffold104_793074	793074	793074	0.025	11298.8	0.1	21810.3	-0.657685	-2.09225	1
scaffold104_793078	793078	793078	0.2	8383.35	0.3	13522.7	-0.478121	-1.67215	0
scaffold104_793230	793230	793230	0.075	8799.43	0.175	14556	-0.503314	-1.73109	0
scaffold104_793260	793260	793260	0.3	9645.36	0.05	18641.4	-0.65891	-2.09512	1
scaffold104_793265	793265	793265	0.275	12172.8	0.225	15861.6	-0.264694	-1.17282	0
scaffold104_793276	793276	793276	0.175	16623.1	0.3	14827.1	0.114335	-0.286046	0
scaffold104_793282	793282	793282	0.125	18097.3	0.05	17320.9	0.0438488	-0.450954	0
scaffold104_793303	793303	793303	0.15	24045.7	0.25	19410.8	0.214124	-0.0525805	0
scaffold104_857331	857331	857331	0.225	24689.9	0.225	21727.4	0.12782	-0.254496	0
scaffold104_857369	857369	857369	0.025	29317.2	0.075	24406.3	0.183332	-0.124621	0
scaffold104_870527	870527	870527	0.1	26790.9	0.075	23004.5	0.152372	-0.197055	0
